Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
0997;2024-12-29;1;0;0;0;0;0;0;0;0;0;10;13;6;7;6;2;4;4;3;1;1;2;1;0;61;;7;0997 - Van Iseghem vers Sud;2024-12-29;Vacances de Noël
0959;2024-12-29;0;1;0;0;0;2;0;0;1;1;0;2;1;1;1;3;0;0;1;0;1;0;0;0;15;;7;0959 - Sorinières Vers Sud;2024-12-29;Vacances de Noël
0988;2024-12-29;1;0;0;1;0;0;4;4;7;9;7;7;16;14;13;17;15;22;14;18;11;8;4;3;195;;7;0988 - Kennedy vers Est;2024-12-29;Vacances de Noël
0667;2024-12-29;3;16;6;0;3;2;2;10;4;21;16;27;27;23;22;24;44;27;26;35;16;9;8;3;374;;7;0667 - Entrée pont Audibert vers Nord;2024-12-29;Vacances de Noël
0677;2024-12-29;0;2;1;2;3;0;0;2;3;2;10;9;15;4;4;7;8;10;6;3;0;2;3;0;96;;7;0677 - Pont Willy Brandt vers Malakoff;2024-12-29;Vacances de Noël
8672;2024-12-29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;8672 -;2024-12-29;Vacances de Noël
0727;2024-12-29;1;0;0;1;0;2;0;3;2;13;9;14;15;10;7;17;9;11;1;3;7;4;0;2;131;;7;0727 - Pont Tabarly vers Nord;2024-12-29;Vacances de Noël
0745;2024-12-29;5;5;4;0;1;0;0;2;1;3;7;8;8;9;7;9;10;8;16;22;15;7;13;3;163;;7;0745 - Calvaire vers Ouest;2024-12-29;Vacances de Noël
0665;2024-12-29;3;2;0;0;0;1;2;1;4;5;7;12;13;7;14;16;16;13;12;12;13;6;3;1;163;;7;0665 - Bonduelle vers Nord;2024-12-29;Vacances de Noël
0673;2024-12-29;5;4;2;3;0;1;1;0;5;7;13;6;4;9;12;13;9;16;12;6;9;4;5;3;149;;7;0673 - Pont de Pornic vers Sud;2024-12-29;Vacances de Noël
0947;2024-12-29;0;0;0;0;0;0;0;2;4;2;3;12;9;7;4;12;12;13;3;4;0;0;0;0;87;;7;0947 - Bd Malakoff vers Ouest;2024-12-29;Vacances de Noël
0949;2024-12-29;2;0;0;2;0;0;0;0;0;0;2;6;2;1;3;2;3;3;6;7;3;2;1;0;45;;7;0949 - avenue de la Libération vers Sud;2024-12-29;Vacances de Noël
0980;2024-12-29;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;4;2;5;0;0;1;0;0;0;17;;7;0980 - Pont Tabarly vers Sud;2024-12-29;Vacances de Noël
0996;2024-12-29;3;2;1;1;0;1;0;0;2;5;5;7;7;4;5;5;14;6;9;8;5;3;4;5;102;;7;0996 - Van Iseghem vers Nord;2024-12-29;Vacances de Noël
1041;2024-12-29;0;1;0;1;0;0;0;0;0;1;3;1;1;3;2;3;1;6;2;0;0;0;1;0;26;;7;1041 - Guy Mollet vers Nord;2024-12-29;Vacances de Noël
1042;2024-12-29;1;0;0;0;1;1;0;1;2;1;4;2;2;2;6;3;2;5;1;1;0;0;1;0;36;;7;1042 - Guy Mollet vers Sud;2024-12-29;Vacances de Noël
1057;2024-12-29;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1057 -;2024-12-29;Vacances de Noël
9999;2024-12-29;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;9999 -;2024-12-29;Vacances de Noël
0743;2024-12-29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;0743 - Philippot vers ouest;2024-12-29;Vacances de Noël
0880;2024-12-29;12;13;5;9;7;3;7;6;5;8;20;17;23;25;22;15;21;27;34;22;19;23;14;10;367;;7;0880 - Madeleine vers Nord;2024-12-29;Vacances de Noël
0943;2024-12-29;0;2;0;0;0;0;2;0;0;0;1;2;6;3;2;3;2;4;3;1;1;0;0;1;33;;7;0943 - Magellan vers Ouest;2024-12-29;Vacances de Noël
0890;2024-12-29;12;11;8;7;3;5;10;13;19;35;34;47;48;30;38;41;65;49;34;33;45;18;14;12;631;;7;0890 - Pont de Pirmil vers Sud;2024-12-29;Vacances de Noël
0666;2024-12-29;0;2;0;0;1;1;0;1;2;3;1;3;5;3;4;1;1;1;3;3;0;0;3;2;40;;7;0666 - Pont Audibert vers Sud;2024-12-29;Vacances de Noël
0670;2024-12-29;1;5;1;1;7;0;3;2;1;4;5;5;10;5;5;7;3;4;9;2;3;3;2;0;88;;7;0670 - Pont de Pirmil vers Sud;2024-12-29;Vacances de Noël
0675;2024-12-29;3;7;3;2;1;0;3;3;2;6;7;11;19;13;14;15;12;7;15;11;16;7;8;3;188;;7;0675 - Pont Haudaudine vers Nord;2024-12-29;Vacances de Noël
0668;2024-12-29;3;5;8;3;0;5;1;0;2;3;5;11;5;8;8;9;7;6;13;15;8;6;9;3;143;;7;0668 - De Gaulle vers sud;2024-12-29;Vacances de Noël
0669;2024-12-29;3;2;1;0;0;0;1;2;1;8;5;9;5;10;12;11;10;13;7;10;10;7;1;3;131;;7;0669 - De Gaulle sortie Clémenceau vers Nord;2024-12-29;Vacances de Noël
0786;2024-12-29;15;14;5;6;5;1;4;4;6;16;26;47;58;27;35;36;53;44;44;45;27;24;17;5;564;;7;0786 - 50 Otages Vers Nord;2024-12-29;Vacances de Noël
9672;2024-12-29;3;5;1;2;0;0;1;3;0;8;16;11;8;11;14;10;9;12;10;5;2;1;1;2;135;;7;9672 -;2024-12-29;Vacances de Noël
0945;2024-12-29;4;3;1;1;0;0;2;1;0;5;5;3;7;10;5;11;15;11;13;11;8;4;2;2;124;;7;0945 - Magellan vers Ouest;2024-12-29;Vacances de Noël
0950;2024-12-29;2;0;1;0;0;1;1;1;1;8;6;3;10;8;7;8;13;4;3;2;4;1;1;0;85;;7;0950 - avenue de la Libération vers Nord;2024-12-29;Vacances de Noël
0682;2024-12-29;4;2;3;1;1;2;2;0;4;0;3;9;9;4;4;2;4;4;3;9;1;2;1;0;74;;7;0682 - pont Anne de Bretagne vers Sud;2024-12-29;Vacances de Noël
0683;2024-12-29;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;0683 - pont Anne de Bretagne vers Nord;2024-12-29;Vacances de Noël
0725;2024-12-29;0;1;2;1;0;0;2;1;8;4;7;7;9;5;6;8;6;10;6;5;8;8;3;3;110;;7;0725 - Pont Tabarly vers Sud;2024-12-29;Vacances de Noël
0742;2024-12-29;7;12;10;32;37;18;4;4;4;4;8;15;23;15;11;15;28;15;21;18;13;13;4;25;356;;7;0742 - Philippot vers Est;2024-12-29;Vacances de Noël
0746;2024-12-29;2;0;0;0;0;0;0;1;1;7;10;12;7;6;9;4;17;11;2;4;0;1;2;0;96;;7;0746 - Chemin de halage Tortière vers Sud;2024-12-29;Vacances de Noël
0847;2024-12-29;20;18;7;11;6;4;4;6;4;18;17;16;36;32;23;24;32;38;38;34;26;30;17;11;472;;7;0847 - Entrée pont Audibert vers Sud;2024-12-29;Vacances de Noël
1054;2024-12-29;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1054 -;2024-12-29;Vacances de Noël
9998;2024-12-29;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;9998 -;2024-12-29;Vacances de Noël
0744;2024-12-29;5;2;4;1;1;0;3;2;2;14;9;14;16;13;18;21;23;27;20;17;15;10;10;2;249;;7;0744 - Calvaire vers Est;2024-12-29;Vacances de Noël
0785;2024-12-29;22;4;8;9;3;3;7;5;11;19;28;48;31;49;33;44;40;47;30;36;31;25;24;10;567;;7;0785 - 50 Otages Vers Sud;2024-12-29;Vacances de Noël
0787;2024-12-29;6;1;4;5;1;3;5;8;7;19;23;31;21;36;34;33;39;49;26;33;33;19;13;6;455;;7;0787 - 50 Otages Vers Sud;2024-12-29;Vacances de Noël
0948;2024-12-29;1;0;1;0;0;0;0;1;1;8;9;7;2;3;5;9;6;11;1;2;3;2;2;0;74;;7;0948 - Bd Malakoff vers Est;2024-12-29;Vacances de Noël
0960;2024-12-29;0;0;0;0;0;0;1;0;1;0;2;1;1;0;2;1;2;2;0;0;0;1;0;0;14;;7;0960 - Sorinières Vers Nord;2024-12-29;Vacances de Noël
0986;2024-12-29;1;1;0;0;0;0;0;0;0;4;0;2;3;0;5;0;3;5;2;3;3;0;1;0;33;;7;0986 - Tremie vers Ouest;2024-12-29;Vacances de Noël
0989;2024-12-29;6;10;8;1;1;6;5;4;5;10;18;18;15;9;21;17;23;24;29;17;16;8;4;10;285;;7;0989 - Kennedy vers Ouest;2024-12-29;Vacances de Noël
1055;2024-12-29;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1055 -;2024-12-29;Vacances de Noël
1056;2024-12-29;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1056 -;2024-12-29;Vacances de Noël
8673;2024-12-29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;8673 -;2024-12-29;Vacances de Noël
9673;2024-12-29;6;4;1;3;0;2;2;0;5;6;12;6;6;8;11;15;11;15;10;10;10;3;7;3;156;;7;9673 -;2024-12-29;Vacances de Noël
0679;2024-12-29;0;0;1;0;0;0;0;0;1;1;2;2;2;3;4;0;1;3;2;0;3;0;1;0;26;;7;0679 - Bd Malakoff vers Gare Sud;2024-12-29;Vacances de Noël
0680;2024-12-29;0;1;1;0;0;0;2;2;5;6;3;10;13;11;21;2;8;9;9;14;12;7;3;3;142;;7;0680 - Stalingrad vers ouest;2024-12-29;Vacances de Noël
0747;2024-12-29;0;0;0;0;0;1;0;0;1;7;10;15;12;4;6;10;13;10;10;0;1;2;2;3;107;;7;0747 - Chemin de halage Tortière vers Nord;2024-12-29;Vacances de Noël
0788;2024-12-29;8;7;2;3;5;1;4;4;6;11;16;22;38;24;25;2;36;29;43;51;22;23;18;10;410;;7;0788 - 50 Otages Vers Nord;2024-12-29;Vacances de Noël
0944;2024-12-29;1;2;0;0;0;0;0;1;0;2;2;7;2;4;4;6;3;2;5;6;1;0;2;0;50;;7;0944 - Magellan vers Est;2024-12-29;Vacances de Noël
0977;2024-12-29;4;0;0;0;0;0;0;0;2;0;0;6;4;6;0;2;4;2;4;0;0;2;0;0;36;;7;0977 - pont des 3 Continents vers Nord;2024-12-29;Vacances de Noël
0979;2024-12-29;7;2;1;3;1;0;3;2;6;13;9;15;12;11;16;20;14;10;17;9;3;2;5;1;182;;7;0979 - pont des 3 Continents vers Sud;2024-12-29;Vacances de Noël
0981;2024-12-29;1;2;0;0;0;1;0;0;1;3;2;9;0;1;2;5;5;2;1;1;2;0;1;0;39;;7;0981 - Pont Tabarly vers Nord;2024-12-29;Vacances de Noël
0987;2024-12-29;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;Forte;7;0987 - Tremie vers Est;2024-12-29;Vacances de Noël
0994;2024-12-29;5;1;1;0;0;1;1;1;3;5;4;12;18;1;5;8;10;14;13;21;6;9;1;3;143;;7;0994 - Ceineray vers Est;2024-12-29;Vacances de Noël
0945;2024-12-28;1;0;0;1;0;2;1;0;3;4;2;14;7;6;6;5;8;7;20;4;7;1;5;3;107;;6;0945 - Magellan vers Ouest;2024-12-28;Vacances de Noël
9999;2024-12-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;9999 -;2024-12-28;Vacances de Noël
0786;2024-12-28;25;17;3;6;4;5;4;8;14;22;45;65;43;42;53;46;83;62;60;44;44;30;12;12;749;;6;0786 - 50 Otages Vers Nord;2024-12-28;Vacances de Noël
0665;2024-12-28;4;3;1;0;1;0;3;3;7;10;8;23;7;13;15;18;14;11;17;19;18;16;3;2;216;;6;0665 - Bonduelle vers Nord;2024-12-28;Vacances de Noël
0677;2024-12-28;1;0;0;0;0;0;1;1;2;4;6;3;2;6;3;9;7;8;9;3;0;2;0;1;68;;6;0677 - Pont Willy Brandt vers Malakoff;2024-12-28;Vacances de Noël
0997;2024-12-28;0;0;0;1;0;2;1;0;4;11;8;12;2;2;3;11;17;3;4;11;2;2;1;0;97;;6;0997 - Van Iseghem vers Sud;2024-12-28;Vacances de Noël
1041;2024-12-28;0;0;0;0;0;1;0;0;0;2;3;2;3;6;2;3;3;1;2;3;3;0;0;0;34;;6;1041 - Guy Mollet vers Nord;2024-12-28;Vacances de Noël
1042;2024-12-28;0;0;0;0;1;0;0;2;0;2;0;3;0;2;4;4;0;4;3;0;3;1;0;0;29;;6;1042 - Guy Mollet vers Sud;2024-12-28;Vacances de Noël
0745;2024-12-28;9;5;2;0;2;1;0;0;3;5;7;22;18;12;16;22;30;15;17;21;16;10;14;9;256;;6;0745 - Calvaire vers Ouest;2024-12-28;Vacances de Noël
0679;2024-12-28;1;0;1;0;0;0;1;0;1;0;2;1;2;2;0;0;1;1;1;3;0;4;1;2;24;;6;0679 - Bd Malakoff vers Gare Sud;2024-12-28;Vacances de Noël
0674;2024-12-28;5;7;0;0;3;1;2;1;5;6;17;12;17;10;19;16;30;28;26;28;19;11;16;13;292;;6;0674 - Pont Haudaudine vers Sud;2024-12-28;Vacances de Noël
0675;2024-12-28;3;0;1;0;1;0;3;4;5;18;15;24;19;12;17;23;21;25;29;17;14;8;6;8;273;;6;0675 - Pont Haudaudine vers Nord;2024-12-28;Vacances de Noël
0742;2024-12-28;5;3;2;0;2;4;2;6;15;14;23;17;32;17;33;17;20;21;32;20;16;15;13;6;335;;6;0742 - Philippot vers Est;2024-12-28;Vacances de Noël
0959;2024-12-28;0;0;0;0;4;3;2;0;2;0;3;1;1;1;0;1;5;1;1;0;2;0;0;0;27;;6;0959 - Sorinières Vers Sud;2024-12-28;Vacances de Noël
0977;2024-12-28;0;0;0;0;0;0;0;0;0;0;2;2;2;0;2;2;2;0;0;4;2;0;0;4;22;;6;0977 - pont des 3 Continents vers Nord;2024-12-28;Vacances de Noël
0994;2024-12-28;5;2;2;1;1;4;1;4;1;1;4;10;13;9;17;14;26;25;21;15;11;7;8;1;203;;6;0994 - Ceineray vers Est;2024-12-28;Vacances de Noël
9673;2024-12-28;5;1;2;0;1;1;3;2;3;6;8;11;22;6;14;12;13;22;20;18;15;9;3;5;202;;6;9673 -;2024-12-28;Vacances de Noël
9998;2024-12-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;9998 -;2024-12-28;Vacances de Noël
0890;2024-12-28;14;11;11;8;4;6;13;16;19;38;51;49;51;42;49;40;45;51;44;44;41;29;22;11;709;;6;0890 - Pont de Pirmil vers Sud;2024-12-28;Vacances de Noël
0847;2024-12-28;17;7;4;12;6;2;8;5;7;12;15;32;35;41;27;34;39;45;63;54;34;23;22;20;564;;6;0847 - Entrée pont Audibert vers Sud;2024-12-28;Vacances de Noël
0946;2024-12-28;0;2;1;0;1;0;3;4;9;8;10;5;8;16;11;10;5;15;14;5;7;4;3;2;143;;6;0946 - Magellan vers Est;2024-12-28;Vacances de Noël
0948;2024-12-28;1;0;0;0;0;0;0;2;3;0;6;9;7;4;4;6;8;4;5;2;1;0;2;2;66;;6;0948 - Bd Malakoff vers Est;2024-12-28;Vacances de Noël
0979;2024-12-28;2;3;1;1;0;1;7;2;5;10;14;8;14;10;12;19;21;20;16;16;11;3;1;2;199;;6;0979 - pont des 3 Continents vers Sud;2024-12-28;Vacances de Noël
0980;2024-12-28;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;2;1;2;0;0;0;9;;6;0980 - Pont Tabarly vers Sud;2024-12-28;Vacances de Noël
0986;2024-12-28;0;0;0;0;0;1;0;0;0;2;3;2;4;2;7;1;5;2;4;2;1;0;2;1;39;;6;0986 - Tremie vers Ouest;2024-12-28;Vacances de Noël
0987;2024-12-28;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;Forte;6;0987 - Tremie vers Est;2024-12-28;Vacances de Noël
0788;2024-12-28;7;3;1;4;6;2;0;5;2;9;20;39;39;31;46;24;47;56;60;39;8;19;17;11;495;;6;0788 - 50 Otages Vers Nord;2024-12-28;Vacances de Noël
0996;2024-12-28;2;2;1;0;0;2;0;1;0;8;4;5;5;1;4;12;10;11;9;10;4;2;1;3;97;;6;0996 - Van Iseghem vers Nord;2024-12-28;Vacances de Noël
1055;2024-12-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1055 -;2024-12-28;Vacances de Noël
0747;2024-12-28;0;1;0;0;0;1;0;2;3;17;9;10;9;8;5;14;7;10;7;4;5;0;2;3;117;;6;0747 - Chemin de halage Tortière vers Nord;2024-12-28;Vacances de Noël
0666;2024-12-28;0;1;0;0;0;0;0;2;3;6;3;1;3;3;0;1;2;6;2;5;3;1;6;2;50;;6;0666 - Pont Audibert vers Sud;2024-12-28;Vacances de Noël
0672;2024-12-28;3;1;0;1;1;0;2;3;2;16;10;13;15;3;7;10;10;13;14;8;3;2;5;4;146;;6;0672 - Pont de Pornic vers Nord;2024-12-28;Vacances de Noël
0681;2024-12-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;0681 - Stalingrad vers est;2024-12-28;Vacances de Noël
0725;2024-12-28;1;0;2;1;2;0;0;0;2;4;7;5;11;8;8;5;9;7;8;6;7;2;1;4;100;;6;0725 - Pont Tabarly vers Sud;2024-12-28;Vacances de Noël
0727;2024-12-28;1;1;0;2;1;2;2;1;4;11;9;8;7;2;10;8;10;4;10;5;1;1;1;3;104;;6;0727 - Pont Tabarly vers Nord;2024-12-28;Vacances de Noël
0673;2024-12-28;5;1;3;0;1;1;3;1;3;4;9;8;19;9;12;14;12;18;20;14;15;12;2;1;187;;6;0673 - Pont de Pornic vers Sud;2024-12-28;Vacances de Noël
1054;2024-12-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1054 -;2024-12-28;Vacances de Noël
1057;2024-12-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1057 -;2024-12-28;Vacances de Noël
0743;2024-12-28;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;3;Faible;6;0743 - Philippot vers ouest;2024-12-28;Vacances de Noël
0746;2024-12-28;0;0;0;0;0;1;0;1;2;4;20;10;5;2;3;15;19;12;3;1;4;0;2;4;108;;6;0746 - Chemin de halage Tortière vers Sud;2024-12-28;Vacances de Noël
0664;2024-12-28;6;7;2;4;2;1;3;2;5;13;9;16;14;12;17;17;15;21;23;20;13;9;12;8;251;;6;0664 - Bonduelle vers sud;2024-12-28;Vacances de Noël
0960;2024-12-28;0;0;0;0;0;1;0;0;0;1;1;1;4;1;1;3;1;1;0;0;2;0;0;0;17;;6;0960 - Sorinières Vers Nord;2024-12-28;Vacances de Noël
0981;2024-12-28;2;0;0;0;0;1;0;1;0;0;1;2;0;1;0;0;2;2;1;3;2;1;0;1;20;;6;0981 - Pont Tabarly vers Nord;2024-12-28;Vacances de Noël
0787;2024-12-28;9;5;1;4;4;1;8;3;10;21;35;59;46;31;35;44;54;48;36;42;32;19;14;4;565;;6;0787 - 50 Otages Vers Sud;2024-12-28;Vacances de Noël
8673;2024-12-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;8673 -;2024-12-28;Vacances de Noël
0667;2024-12-28;6;5;2;1;3;3;11;8;15;27;44;38;34;31;40;41;35;41;42;40;29;16;13;5;530;;6;0667 - Entrée pont Audibert vers Nord;2024-12-28;Vacances de Noël
0668;2024-12-28;3;5;0;6;1;1;2;2;4;9;9;12;13;12;10;11;16;14;15;18;14;5;3;3;188;;6;0668 - De Gaulle vers sud;2024-12-28;Vacances de Noël
0669;2024-12-28;1;2;1;0;1;4;1;3;9;13;11;10;13;10;15;19;13;10;13;13;10;10;2;1;185;;6;0669 - De Gaulle sortie Clémenceau vers Nord;2024-12-28;Vacances de Noël
0676;2024-12-28;3;0;2;2;0;1;0;0;4;3;7;13;9;11;3;4;10;6;5;10;3;3;6;3;108;;6;0676 - Pont Willy Brandt vers Beaulieu;2024-12-28;Vacances de Noël
0680;2024-12-28;3;0;1;0;2;1;1;3;2;10;11;13;8;4;11;11;6;8;10;9;10;7;5;6;142;;6;0680 - Stalingrad vers ouest;2024-12-28;Vacances de Noël
0682;2024-12-28;1;2;1;2;1;0;1;0;0;2;4;3;7;2;2;5;1;6;4;4;8;3;2;7;68;;6;0682 - pont Anne de Bretagne vers Sud;2024-12-28;Vacances de Noël
0785;2024-12-28;12;8;0;8;6;2;10;13;19;22;39;59;65;51;40;65;82;76;64;63;41;24;26;16;811;;6;0785 - 50 Otages Vers Sud;2024-12-28;Vacances de Noël
0880;2024-12-28;8;9;6;8;7;1;10;11;12;9;18;23;41;29;18;33;39;43;43;41;26;18;21;13;487;;6;0880 - Madeleine vers Nord;2024-12-28;Vacances de Noël
0943;2024-12-28;1;0;1;0;0;0;1;1;0;3;1;5;7;5;6;1;2;0;1;1;1;0;1;0;38;;6;0943 - Magellan vers Ouest;2024-12-28;Vacances de Noël
0988;2024-12-28;2;2;1;0;4;1;8;9;13;17;14;18;22;16;18;24;32;27;16;24;11;7;6;4;296;;6;0988 - Kennedy vers Est;2024-12-28;Vacances de Noël
0995;2024-12-28;3;1;0;0;1;2;3;3;4;11;13;16;22;15;16;25;38;18;13;19;10;7;3;2;245;;6;0995 - Ceineray vers Ouest;2024-12-28;Vacances de Noël
1056;2024-12-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1056 -;2024-12-28;Vacances de Noël
8672;2024-12-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;8672 -;2024-12-28;Vacances de Noël
9672;2024-12-28;3;1;1;1;1;1;2;2;2;17;12;15;16;8;9;14;13;17;15;11;5;6;5;4;181;;6;9672 -;2024-12-28;Vacances de Noël
0670;2024-12-28;3;0;0;4;2;0;2;1;2;3;5;10;7;5;2;10;7;8;10;2;3;2;4;3;95;;6;0670 - Pont de Pirmil vers Sud;2024-12-28;Vacances de Noël
0683;2024-12-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;0683 - pont Anne de Bretagne vers Nord;2024-12-28;Vacances de Noël
0744;2024-12-28;3;0;2;1;1;2;1;5;2;10;14;20;26;17;20;28;33;26;39;26;26;14;10;3;329;;6;0744 - Calvaire vers Est;2024-12-28;Vacances de Noël
0881;2024-12-28;7;6;1;0;2;4;7;5;11;30;53;36;40;37;48;35;50;40;35;41;43;19;11;6;567;;6;0881 - Madeleine vers Sud;2024-12-28;Vacances de Noël
0944;2024-12-28;0;0;1;0;0;0;2;2;6;2;3;1;1;4;4;2;2;3;2;2;2;2;1;0;42;;6;0944 - Magellan vers Est;2024-12-28;Vacances de Noël
0947;2024-12-28;0;1;0;0;0;1;0;1;5;4;5;10;6;8;4;5;6;3;6;1;1;0;0;1;68;;6;0947 - Bd Malakoff vers Ouest;2024-12-28;Vacances de Noël
0949;2024-12-28;1;2;1;1;0;0;0;0;1;0;6;5;4;6;1;4;2;8;6;5;4;5;2;1;65;;6;0949 - avenue de la Libération vers Sud;2024-12-28;Vacances de Noël
0950;2024-12-28;2;0;0;0;4;1;5;2;2;4;8;9;13;3;6;9;7;11;9;6;13;2;0;2;118;;6;0950 - avenue de la Libération vers Nord;2024-12-28;Vacances de Noël
0989;2024-12-28;5;7;1;1;1;4;10;13;11;5;14;31;31;30;34;22;25;41;30;26;15;10;10;6;383;;6;0989 - Kennedy vers Ouest;2024-12-28;Vacances de Noël
0788;2024-12-27;7;9;1;1;3;3;2;12;23;22;27;34;25;42;42;44;62;73;11;55;31;23;22;8;582;;5;0788 - 50 Otages Vers Nord;2024-12-27;Vacances de Noël
0785;2024-12-27;8;14;7;4;2;4;14;36;72;51;43;45;73;67;71;75;84;102;85;76;50;24;22;14;1043;;5;0785 - 50 Otages Vers Sud;2024-12-27;Vacances de Noël
0679;2024-12-27;1;0;0;0;0;0;0;0;1;3;1;4;6;8;2;3;2;1;1;1;1;0;1;2;38;;5;0679 - Bd Malakoff vers Gare Sud;2024-12-27;Vacances de Noël
0947;2024-12-27;0;0;0;0;0;2;0;11;18;5;7;5;7;14;11;6;9;13;9;4;1;0;0;0;122;;5;0947 - Bd Malakoff vers Ouest;2024-12-27;Vacances de Noël
0979;2024-12-27;1;1;0;1;1;1;8;14;21;19;19;17;19;19;13;22;34;19;9;13;15;3;5;1;275;;5;0979 - pont des 3 Continents vers Sud;2024-12-27;Vacances de Noël
9673;2024-12-27;2;2;1;0;1;4;4;13;20;9;7;13;12;17;25;13;38;49;33;22;18;5;5;2;315;;5;9673 -;2024-12-27;Vacances de Noël
0949;2024-12-27;0;0;0;1;0;1;0;6;3;1;8;8;1;2;8;8;14;11;7;11;4;2;2;2;100;;5;0949 - avenue de la Libération vers Sud;2024-12-27;Vacances de Noël
0950;2024-12-27;0;1;1;0;3;4;8;18;28;26;17;9;19;13;11;12;14;10;16;11;10;3;1;0;235;;5;0950 - avenue de la Libération vers Nord;2024-12-27;Vacances de Noël
1041;2024-12-27;2;0;0;0;0;1;0;2;8;2;3;3;2;5;2;4;6;3;11;5;1;0;3;2;65;;5;1041 - Guy Mollet vers Nord;2024-12-27;Vacances de Noël
8673;2024-12-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;8673 -;2024-12-27;Vacances de Noël
0890;2024-12-27;4;14;11;6;8;13;21;47;118;87;56;57;59;55;53;56;90;91;96;87;38;25;19;13;1124;;5;0890 - Pont de Pirmil vers Sud;2024-12-27;Vacances de Noël
0743;2024-12-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;Forte;5;0743 - Philippot vers ouest;2024-12-27;Vacances de Noël
0745;2024-12-27;7;1;4;1;1;2;1;7;11;10;14;19;22;20;15;27;17;29;38;12;24;10;14;2;308;;5;0745 - Calvaire vers Ouest;2024-12-27;Vacances de Noël
0668;2024-12-27;7;3;1;2;1;1;2;7;21;15;9;19;14;23;17;19;32;49;34;21;17;18;7;5;344;;5;0668 - De Gaulle vers sud;2024-12-27;Vacances de Noël
0944;2024-12-27;0;0;0;0;0;0;0;7;9;8;12;3;3;5;3;11;5;4;2;0;2;1;1;1;77;;5;0944 - Magellan vers Est;2024-12-27;Vacances de Noël
0977;2024-12-27;0;0;0;0;0;0;0;0;0;2;2;4;2;0;2;2;0;2;0;0;0;0;0;0;16;;5;0977 - pont des 3 Continents vers Nord;2024-12-27;Vacances de Noël
0997;2024-12-27;0;0;0;0;0;0;1;7;5;5;2;0;6;10;6;4;10;7;8;6;6;4;1;1;89;;5;0997 - Van Iseghem vers Sud;2024-12-27;Vacances de Noël
8672;2024-12-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;8672 -;2024-12-27;Vacances de Noël
0881;2024-12-27;2;1;4;1;4;5;13;28;65;60;55;42;51;42;58;48;58;73;64;48;44;24;5;8;803;;5;0881 - Madeleine vers Sud;2024-12-27;Vacances de Noël
0945;2024-12-27;1;3;1;0;0;2;4;9;14;13;7;7;14;15;11;16;16;22;17;11;7;4;3;4;201;;5;0945 - Magellan vers Ouest;2024-12-27;Vacances de Noël
0980;2024-12-27;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;3;1;1;1;1;0;0;11;;5;0980 - Pont Tabarly vers Sud;2024-12-27;Vacances de Noël
