Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
0890;2024-02-20;9;3;5;4;11;23;51;241;608;250;98;98;171;145;105;93;189;329;362;197;123;58;61;42;3276;;2;0890 - Pont de Pirmil vers Sud;2024-02-20;Hors Vacances
0785;2024-02-20;9;3;1;1;5;14;60;189;652;270;105;107;171;194;154;118;185;327;356;215;119;70;54;50;3429;;2;0785 - 50 Otages Vers Sud;2024-02-20;Hors Vacances
0881;2024-02-20;2;0;1;0;0;9;30;105;294;172;77;60;136;119;70;88;124;248;277;184;85;33;48;28;2190;;2;0881 - Madeleine vers Sud;2024-02-20;Hors Vacances
0680;2024-02-20;1;2;1;3;8;1;18;42;100;50;15;27;40;46;31;25;38;65;63;41;17;14;6;15;669;;2;0680 - Stalingrad vers ouest;2024-02-20;Hors Vacances
0977;2024-02-20;2;0;0;0;0;0;0;4;4;0;2;0;0;0;0;0;;;;;;;;;12;Faible;2;0977 - pont des 3 Continents vers Nord;2024-02-20;Hors Vacances
0981;2024-02-20;0;0;0;0;0;0;1;5;19;4;4;3;3;11;4;3;13;17;14;12;5;4;3;0;125;;2;0981 - Pont Tabarly vers Nord;2024-02-20;Hors Vacances
1055;2024-02-20;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;1055 -;2024-02-20;Hors Vacances
0979;2024-02-20;2;1;0;0;4;3;18;74;177;91;23;14;21;35;15;16;;;;;;;;;494;Faible;2;0979 - pont des 3 Continents vers Sud;2024-02-20;Hors Vacances
0989;2024-02-20;5;0;0;1;4;23;74;118;135;47;28;40;68;63;50;41;130;307;275;122;45;45;56;28;1705;;2;0989 - Kennedy vers Ouest;2024-02-20;Hors Vacances
0994;2024-02-20;3;0;3;0;0;2;5;39;86;50;25;19;53;38;37;28;57;120;144;77;49;15;29;14;893;;2;0994 - Ceineray vers Est;2024-02-20;Hors Vacances
1057;2024-02-20;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;1057 -;2024-02-20;Hors Vacances
0682;2024-02-20;1;0;0;1;6;4;22;85;363;202;48;46;67;75;60;52;61;139;188;103;54;28;21;10;1636;;2;0682 - pont Anne de Bretagne vers Sud;2024-02-20;Hors Vacances
0786;2024-02-20;10;5;3;0;1;7;17;104;376;205;91;91;198;174;119;123;179;406;496;305;175;78;105;53;3321;;2;0786 - 50 Otages Vers Nord;2024-02-20;Hors Vacances
0743;2024-02-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;0743 - Philippot vers ouest;2024-02-20;Hors Vacances
0683;2024-02-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;0683 - pont Anne de Bretagne vers Nord;2024-02-20;Hors Vacances
0946;2024-02-20;2;2;2;0;1;3;7;35;219;98;40;22;58;57;36;28;59;97;113;56;36;15;27;11;1024;;2;0946 - Magellan vers Est;2024-02-20;Hors Vacances
1042;2024-02-20;0;0;0;1;0;2;4;29;60;19;7;6;10;11;9;5;29;60;56;23;6;3;1;5;346;;2;1042 - Guy Mollet vers Sud;2024-02-20;Hors Vacances
0745;2024-02-20;3;1;1;0;0;2;5;16;55;19;14;28;39;35;36;33;31;57;66;54;37;25;22;14;593;;2;0745 - Calvaire vers Ouest;2024-02-20;Hors Vacances
0847;2024-02-20;12;6;5;5;3;9;23;92;321;170;56;71;122;142;109;90;170;312;314;183;119;77;66;47;2524;;2;0847 - Entrée pont Audibert vers Sud;2024-02-20;Hors Vacances
0959;2024-02-20;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;0959 - Sorinières Vers Sud;2024-02-20;Hors Vacances
0787;2024-02-20;0;1;2;1;0;0;0;1;13;1;7;3;5;5;7;7;3;14;24;10;9;7;11;2;133;;2;0787 - 50 Otages Vers Sud;2024-02-20;Hors Vacances
0666;2024-02-20;1;0;0;0;2;0;2;5;14;8;7;2;15;14;9;13;22;29;44;11;13;12;7;1;231;;2;0666 - Pont Audibert vers Sud;2024-02-20;Hors Vacances
0669;2024-02-20;0;0;0;0;0;6;31;104;297;106;34;30;48;44;16;18;39;97;66;35;25;10;9;7;1022;;2;0669 - De Gaulle sortie Clémenceau vers Nord;2024-02-20;Hors Vacances
0667;2024-02-20;6;1;1;1;0;10;47;156;503;206;93;62;157;132;91;87;116;282;265;146;86;31;62;27;2568;;2;0667 - Entrée pont Audibert vers Nord;2024-02-20;Hors Vacances
0672;2024-02-20;1;0;0;0;0;3;7;81;301;108;29;20;44;47;31;29;;;;;;;;;701;Faible;2;0672 - Pont de Pornic vers Nord;2024-02-20;Hors Vacances
0788;2024-02-20;43;18;17;17;19;61;97;177;309;106;132;117;102;174;143;144;203;354;409;275;209;146;121;91;3484;;2;0788 - 50 Otages Vers Nord;2024-02-20;Hors Vacances
0997;2024-02-20;0;0;0;0;3;0;0;45;3;51;26;31;0;0;23;29;49;101;4;40;19;5;4;2;435;;2;0997 - Van Iseghem vers Sud;2024-02-20;Hors Vacances
8673;2024-02-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;Forte;2;8673 -;2024-02-20;Hors Vacances
9673;2024-02-20;2;1;2;1;1;3;13;55;126;45;22;29;33;48;35;33;;;;;;;;;449;Faible;2;9673 -;2024-02-20;Hors Vacances
0880;2024-02-20;11;2;2;3;3;7;30;102;327;139;57;56;74;112;90;60;141;213;197;128;79;47;48;32;1960;;2;0880 - Madeleine vers Nord;2024-02-20;Hors Vacances
0945;2024-02-20;1;1;2;2;0;2;7;29;87;56;14;19;57;45;27;23;53;101;138;57;41;22;21;10;815;;2;0945 - Magellan vers Ouest;2024-02-20;Hors Vacances
0960;2024-02-20;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;0960 - Sorinières Vers Nord;2024-02-20;Hors Vacances
0986;2024-02-20;1;1;0;0;2;0;4;29;62;20;6;7;26;14;9;12;15;23;21;22;11;8;2;2;297;;2;0986 - Tremie vers Ouest;2024-02-20;Hors Vacances
0995;2024-02-20;1;0;0;1;0;3;15;84;301;121;37;34;63;58;49;30;73;175;124;86;30;15;8;4;1312;;2;0995 - Ceineray vers Ouest;2024-02-20;Hors Vacances
0996;2024-02-20;1;1;1;0;0;0;9;43;137;50;13;18;27;29;29;27;31;76;68;34;16;10;18;9;647;;2;0996 - Van Iseghem vers Nord;2024-02-20;Hors Vacances
0673;2024-02-20;2;1;1;1;1;1;13;59;124;50;20;29;36;45;33;29;;;;;;;;;445;Faible;2;0673 - Pont de Pornic vers Sud;2024-02-20;Hors Vacances
0679;2024-02-20;0;0;0;0;0;0;0;3;8;6;3;3;6;1;3;2;17;15;8;10;9;1;1;0;96;;2;0679 - Bd Malakoff vers Gare Sud;2024-02-20;Hors Vacances
0947;2024-02-20;0;0;0;0;2;1;6;33;169;46;8;11;20;17;20;19;44;46;41;13;8;6;2;0;512;;2;0947 - Bd Malakoff vers Ouest;2024-02-20;Hors Vacances
0988;2024-02-20;0;0;0;0;1;4;15;119;383;155;33;29;45;56;38;47;53;110;157;120;40;18;4;11;1438;;2;0988 - Kennedy vers Est;2024-02-20;Hors Vacances
0943;2024-02-20;0;1;2;0;1;0;3;10;36;19;7;5;10;17;10;6;18;22;37;15;7;3;1;0;230;;2;0943 - Magellan vers Ouest;2024-02-20;Hors Vacances
0681;2024-02-20;3;2;0;0;2;0;2;20;66;26;14;18;38;38;26;32;41;77;74;51;26;25;22;24;627;;2;0681 - Stalingrad vers est;2024-02-20;Hors Vacances
0725;2024-02-20;0;0;0;1;2;2;4;34;123;44;19;21;32;42;24;13;44;87;96;49;24;10;8;11;690;;2;0725 - Pont Tabarly vers Sud;2024-02-20;Hors Vacances
1041;2024-02-20;0;0;1;1;0;0;3;41;75;19;2;7;4;7;8;8;13;48;50;23;9;6;5;2;332;;2;1041 - Guy Mollet vers Nord;2024-02-20;Hors Vacances
1056;2024-02-20;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;1056 -;2024-02-20;Hors Vacances
0676;2024-02-20;2;0;0;0;1;1;8;43;201;95;20;16;45;43;32;19;56;123;179;64;63;14;14;4;1043;;2;0676 - Pont Willy Brandt vers Beaulieu;2024-02-20;Hors Vacances
0727;2024-02-20;1;1;0;0;2;4;9;54;125;51;13;24;32;33;17;13;20;76;68;37;16;14;4;2;616;;2;0727 - Pont Tabarly vers Nord;2024-02-20;Hors Vacances
0744;2024-02-20;2;2;1;1;2;7;5;49;110;53;41;37;48;50;42;47;34;79;95;62;43;20;13;13;856;;2;0744 - Calvaire vers Est;2024-02-20;Hors Vacances
0944;2024-02-20;0;0;1;0;0;1;5;17;61;23;9;5;14;16;13;12;23;37;35;24;13;7;5;3;324;;2;0944 - Magellan vers Est;2024-02-20;Hors Vacances
0948;2024-02-20;0;0;0;0;1;0;7;28;70;10;11;14;19;30;13;21;33;81;87;25;13;4;10;7;484;;2;0948 - Bd Malakoff vers Est;2024-02-20;Hors Vacances
0949;2024-02-20;0;0;0;0;1;2;2;14;24;8;9;6;8;11;7;10;26;56;52;36;5;6;5;3;291;;2;0949 - avenue de la Libération vers Sud;2024-02-20;Hors Vacances
0950;2024-02-20;0;1;0;0;3;1;15;74;218;62;18;21;30;31;28;19;16;44;39;26;9;7;3;2;667;;2;0950 - avenue de la Libération vers Nord;2024-02-20;Hors Vacances
1054;2024-02-20;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;1054 -;2024-02-20;Hors Vacances
8672;2024-02-20;0;0;0;0;1;0;3;6;18;9;5;7;7;7;5;8;;;;;;;;;76;Faible;2;8672 -;2024-02-20;Hors Vacances
9998;2024-02-20;66;34;27;20;37;94;156;308;292;334;321;360;360;307;369;336;355;287;334;351;290;165;151;151;5505;;2;9998 -;2024-02-20;Hors Vacances
0664;2024-02-20;5;2;2;1;2;1;9;64;225;106;37;44;68;89;40;50;90;200;194;119;53;32;34;20;1487;;2;0664 - Bonduelle vers sud;2024-02-20;Hors Vacances
0668;2024-02-20;3;1;0;0;1;0;6;22;101;50;19;29;46;49;36;44;66;198;214;102;53;18;37;17;1112;;2;0668 - De Gaulle vers sud;2024-02-20;Hors Vacances
0742;2024-02-20;0;0;0;0;0;0;0;64;76;8;41;36;83;86;73;54;109;216;238;134;48;30;40;27;1363;;2;0742 - Philippot vers Est;2024-02-20;Hors Vacances
0746;2024-02-20;0;0;0;0;0;0;5;9;15;8;3;3;12;10;6;3;13;52;39;19;7;3;1;3;211;;2;0746 - Chemin de halage Tortière vers Sud;2024-02-20;Hors Vacances
0747;2024-02-20;1;0;0;0;0;0;7;72;201;98;25;24;37;49;32;25;30;93;96;38;21;6;11;6;872;;2;0747 - Chemin de halage Tortière vers Nord;2024-02-20;Hors Vacances
0980;2024-02-20;0;0;0;0;0;0;0;2;3;1;1;2;0;4;0;1;2;5;7;1;2;1;2;2;36;;2;0980 - Pont Tabarly vers Sud;2024-02-20;Hors Vacances
0987;2024-02-20;1;2;0;0;0;0;0;7;38;15;7;6;14;15;12;13;21;34;38;24;8;4;11;6;276;;2;0987 - Tremie vers Est;2024-02-20;Hors Vacances
9672;2024-02-20;1;0;0;0;0;3;9;89;354;123;32;27;48;46;34;32;;;;;;;;;798;Faible;2;9672 -;2024-02-20;Hors Vacances
9999;2024-02-20;2;1;0;1;0;0;0;2;16;3;0;2;8;1;3;5;7;13;2;0;1;2;3;0;72;;2;9999 -;2024-02-20;Hors Vacances
0665;2024-02-19;3;1;1;0;2;8;23;76;181;100;27;39;54;54;33;25;65;118;135;51;29;22;11;4;1062;;1;0665 - Bonduelle vers Nord;2024-02-19;Hors Vacances
0669;2024-02-19;1;0;0;0;3;8;20;99;275;106;14;24;38;38;22;19;27;82;49;26;15;15;11;9;901;;1;0669 - De Gaulle sortie Clémenceau vers Nord;2024-02-19;Hors Vacances
0677;2024-02-19;0;1;0;0;3;3;20;56;152;59;12;17;28;42;19;20;35;105;101;39;16;11;2;0;741;;1;0677 - Pont Willy Brandt vers Malakoff;2024-02-19;Hors Vacances
0747;2024-02-19;0;0;0;0;0;0;2;78;162;82;26;11;25;37;13;21;26;88;92;40;18;3;4;0;728;;1;0747 - Chemin de halage Tortière vers Nord;2024-02-19;Hors Vacances
0847;2024-02-19;12;3;2;2;4;7;22;89;297;156;45;68;100;109;94;84;146;297;334;159;98;45;41;21;2235;;1;0847 - Entrée pont Audibert vers Sud;2024-02-19;Hors Vacances
0997;2024-02-19;0;0;0;0;1;0;8;39;134;2;14;13;28;29;2;29;40;107;61;32;15;4;3;0;561;;1;0997 - Van Iseghem vers Sud;2024-02-19;Hors Vacances
1042;2024-02-19;0;1;0;1;1;0;5;23;62;19;4;7;15;10;2;6;20;53;74;17;7;0;2;0;329;;1;1042 - Guy Mollet vers Sud;2024-02-19;Hors Vacances
1054;2024-02-19;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;1054 -;2024-02-19;Hors Vacances
9998;2024-02-19;45;37;34;22;37;68;177;318;313;317;341;380;393;322;302;277;321;284;270;337;263;164;128;121;5271;;1;9998 -;2024-02-19;Hors Vacances
9999;2024-02-19;1;2;1;0;0;0;1;0;7;2;1;0;4;1;3;3;2;5;2;1;0;4;0;2;42;;1;9999 -;2024-02-19;Hors Vacances
0948;2024-02-19;0;0;0;0;0;0;4;24;64;21;7;10;19;25;16;18;31;78;88;19;13;3;1;1;442;;1;0948 - Bd Malakoff vers Est;2024-02-19;Hors Vacances
0949;2024-02-19;0;0;0;0;1;1;2;10;13;1;5;7;13;11;7;8;23;45;50;30;4;7;4;2;244;;1;0949 - avenue de la Libération vers Sud;2024-02-19;Hors Vacances
0977;2024-02-19;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;2;0;8;4;2;2;0;2;0;24;;1;0977 - pont des 3 Continents vers Nord;2024-02-19;Hors Vacances
0986;2024-02-19;0;0;0;0;0;1;3;18;60;22;7;4;23;10;9;7;20;27;32;9;7;2;3;0;264;;1;0986 - Tremie vers Ouest;2024-02-19;Hors Vacances
0988;2024-02-19;1;0;0;0;1;1;16;114;354;148;31;39;36;44;42;24;37;104;141;89;36;9;11;1;1279;;1;0988 - Kennedy vers Est;2024-02-19;Hors Vacances
0989;2024-02-19;1;0;0;0;10;14;66;112;134;44;33;38;54;54;41;53;134;284;264;112;46;34;16;8;1552;;1;0989 - Kennedy vers Ouest;2024-02-19;Hors Vacances
0683;2024-02-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;0683 - pont Anne de Bretagne vers Nord;2024-02-19;Hors Vacances
0746;2024-02-19;0;0;0;0;0;0;3;5;25;6;6;3;9;6;3;6;20;33;31;16;5;1;3;0;181;;1;0746 - Chemin de halage Tortière vers Sud;2024-02-19;Hors Vacances
0743;2024-02-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;0743 - Philippot vers ouest;2024-02-19;Hors Vacances
0666;2024-02-19;2;0;0;0;0;1;1;5;15;18;10;5;9;6;14;8;21;29;42;21;7;6;3;2;225;;1;0666 - Pont Audibert vers Sud;2024-02-19;Hors Vacances
0674;2024-02-19;2;3;5;1;0;1;9;35;135;97;27;25;48;55;34;29;81;120;148;57;41;15;18;8;994;;1;0674 - Pont Haudaudine vers Sud;2024-02-19;Hors Vacances
0682;2024-02-19;0;0;0;4;3;4;9;68;337;158;33;28;69;57;46;31;63;155;155;68;35;17;10;8;1358;;1;0682 - pont Anne de Bretagne vers Sud;2024-02-19;Hors Vacances
0944;2024-02-19;1;0;0;1;0;2;5;15;59;34;8;5;9;16;14;10;23;54;44;13;6;4;7;1;331;;1;0944 - Magellan vers Est;2024-02-19;Hors Vacances
0946;2024-02-19;2;0;1;1;2;4;13;34;188;96;36;31;52;43;43;22;42;120;110;60;29;10;10;3;952;;1;0946 - Magellan vers Est;2024-02-19;Hors Vacances
0950;2024-02-19;1;0;0;0;1;4;18;76;210;41;16;20;25;26;12;18;32;42;39;19;12;4;5;1;622;;1;0950 - avenue de la Libération vers Nord;2024-02-19;Hors Vacances
0979;2024-02-19;0;1;0;0;5;5;12;64;174;78;20;16;17;25;24;18;34;53;66;27;23;11;6;4;683;;1;0979 - pont des 3 Continents vers Sud;2024-02-19;Hors Vacances
0980;2024-02-19;0;0;0;0;0;1;0;4;3;1;0;1;3;4;0;1;3;4;10;2;0;1;1;0;39;;1;0980 - Pont Tabarly vers Sud;2024-02-19;Hors Vacances
0987;2024-02-19;0;1;0;0;0;1;1;7;31;15;4;3;13;12;10;9;16;30;34;16;8;4;4;0;219;;1;0987 - Tremie vers Est;2024-02-19;Hors Vacances
0994;2024-02-19;1;1;1;0;0;2;5;27;84;31;13;14;34;32;34;14;42;116;158;77;24;15;15;4;744;;1;0994 - Ceineray vers Est;2024-02-19;Hors Vacances
0788;2024-02-19;16;18;14;9;32;55;106;136;333;98;95;112;185;165;91;118;171;326;118;250;165;118;105;72;2908;;1;0788 - 50 Otages Vers Nord;2024-02-19;Hors Vacances
9672;2024-02-19;0;0;0;0;2;2;10;85;348;107;41;17;41;47;23;23;42;102;115;46;31;7;3;2;1094;;1;9672 -;2024-02-19;Hors Vacances
0996;2024-02-19;0;0;0;0;0;1;3;64;120;41;17;12;15;23;16;19;26;75;85;35;15;3;12;3;585;;1;0996 - Van Iseghem vers Nord;2024-02-19;Hors Vacances
1041;2024-02-19;0;0;0;0;0;0;2;30;95;21;5;4;8;12;3;7;14;41;49;16;8;3;5;0;323;;1;1041 - Guy Mollet vers Nord;2024-02-19;Hors Vacances
1055;2024-02-19;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;1055 -;2024-02-19;Hors Vacances
8672;2024-02-19;0;0;0;0;0;1;2;10;18;9;8;5;6;7;9;9;23;36;63;23;8;2;6;1;246;;1;8672 -;2024-02-19;Hors Vacances
0880;2024-02-19;8;0;2;1;2;7;23;96;343;136;27;50;68;83;62;62;114;193;225;105;61;25;30;17;1740;;1;0880 - Madeleine vers Nord;2024-02-19;Hors Vacances
0667;2024-02-19;2;3;2;1;4;10;55;149;522;201;77;77;146;111;89;66;122;285;249;132;96;42;19;11;2471;;1;0667 - Entrée pont Audibert vers Nord;2024-02-19;Hors Vacances
0672;2024-02-19;0;0;0;0;1;1;7;69;307;88;31;13;33;42;21;18;29;84;87;38;26;6;3;2;906;;1;0672 - Pont de Pornic vers Nord;2024-02-19;Hors Vacances
0681;2024-02-19;1;2;1;0;3;2;3;20;47;23;14;18;26;29;17;16;27;63;72;58;26;24;13;10;515;;1;0681 - Stalingrad vers est;2024-02-19;Hors Vacances
0727;2024-02-19;1;0;0;0;0;5;10;62;99;46;13;27;22;25;10;20;22;65;70;20;23;11;3;3;557;;1;0727 - Pont Tabarly vers Nord;2024-02-19;Hors Vacances
0676;2024-02-19;0;0;0;0;0;2;9;44;210;69;15;16;59;35;25;22;52;132;126;48;25;13;6;4;912;;1;0676 - Pont Willy Brandt vers Beaulieu;2024-02-19;Hors Vacances
0787;2024-02-19;2;2;0;0;0;0;0;1;13;4;2;2;4;7;2;4;7;12;17;8;2;3;6;0;98;;1;0787 - 50 Otages Vers Sud;2024-02-19;Hors Vacances
1056;2024-02-19;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;1056 -;2024-02-19;Hors Vacances
9673;2024-02-19;0;1;1;0;0;0;12;50;89;38;17;19;30;22;24;31;89;178;213;78;35;12;12;5;956;;1;9673 -;2024-02-19;Hors Vacances
0943;2024-02-19;0;0;0;0;2;0;3;3;38;19;4;2;10;8;6;8;13;35;41;28;11;5;6;1;243;;1;0943 - Magellan vers Ouest;2024-02-19;Hors Vacances
0881;2024-02-19;1;3;1;1;4;5;32;81;246;140;46;62;120;92;69;72;124;244;268;142;92;38;24;14;1921;;1;0881 - Madeleine vers Sud;2024-02-19;Hors Vacances
0786;2024-02-19;11;2;1;0;2;5;10;96;310;163;56;73;151;133;103;104;160;385;493;256;116;80;64;17;2791;;1;0786 - 50 Otages Vers Nord;2024-02-19;Hors Vacances
0959;2024-02-19;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;0959 - Sorinières Vers Sud;2024-02-19;Hors Vacances
0960;2024-02-19;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;0960 - Sorinières Vers Nord;2024-02-19;Hors Vacances
0664;2024-02-19;0;0;5;4;1;0;18;66;205;80;33;35;74;79;46;43;80;189;182;97;42;17;23;7;1326;;1;0664 - Bonduelle vers sud;2024-02-19;Hors Vacances
0679;2024-02-19;1;0;0;0;0;0;1;2;7;4;1;2;7;7;3;4;4;15;9;4;6;2;0;0;79;;1;0679 - Bd Malakoff vers Gare Sud;2024-02-19;Hors Vacances
0947;2024-02-19;0;0;0;0;1;3;2;27;148;40;12;8;17;16;8;14;42;39;48;12;8;7;3;0;455;;1;0947 - Bd Malakoff vers Ouest;2024-02-19;Hors Vacances
0890;2024-02-19;5;2;3;3;8;12;52;169;522;173;71;75;113;134;87;88;145;358;332;169;108;50;38;26;2743;;1;0890 - Pont de Pirmil vers Sud;2024-02-19;Hors Vacances
0725;2024-02-19;0;1;0;0;1;0;3;30;105;46;11;10;20;31;15;20;33;75;90;32;21;13;6;2;565;;1;0725 - Pont Tabarly vers Sud;2024-02-19;Hors Vacances
1057;2024-02-19;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;1057 -;2024-02-19;Hors Vacances
0670;2024-02-19;2;0;0;1;0;2;7;27;45;11;11;6;14;18;14;13;16;40;55;22;29;5;5;5;348;;1;0670 - Pont de Pirmil vers Sud;2024-02-19;Hors Vacances
0785;2024-02-19;5;2;0;1;4;11;42;158;609;260;80;87;140;171;102;90;178;304;324;187;100;53;47;21;2976;;1;0785 - 50 Otages Vers Sud;2024-02-19;Hors Vacances
0945;2024-02-19;1;0;0;1;1;2;6;22;95;61;18;18;43;41;27;31;39;107;153;61;30;19;3;6;785;;1;0945 - Magellan vers Ouest;2024-02-19;Hors Vacances
0981;2024-02-19;0;0;0;0;0;0;4;4;10;4;2;2;1;2;7;6;6;14;8;10;8;1;1;0;90;;1;0981 - Pont Tabarly vers Nord;2024-02-19;Hors Vacances
0995;2024-02-19;0;1;0;1;3;4;22;61;285;102;31;32;42;51;26;35;67;158;112;57;32;9;7;1;1139;;1;0995 - Ceineray vers Ouest;2024-02-19;Hors Vacances
8673;2024-02-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;8673 -;2024-02-19;Hors Vacances
0668;2024-02-19;0;0;3;3;0;0;6;21;107;33;15;20;43;49;28;24;56;197;206;95;42;18;14;6;986;;1;0668 - De Gaulle vers sud;2024-02-19;Hors Vacances
0673;2024-02-19;0;1;0;0;1;1;12;61;106;43;22;21;34;27;17;31;83;177;216;79;35;12;11;6;996;;1;0673 - Pont de Pornic vers Sud;2024-02-19;Hors Vacances
0675;2024-02-19;1;0;1;0;0;0;0;3;50;31;7;17;22;39;40;28;47;70;96;65;37;8;8;1;571;;1;0675 - Pont Haudaudine vers Nord;2024-02-19;Hors Vacances
0680;2024-02-19;1;1;0;0;4;5;17;41;87;36;21;21;35;32;24;26;45;54;57;19;23;11;13;4;577;;1;0680 - Stalingrad vers ouest;2024-02-19;Hors Vacances
0742;2024-02-19;3;0;1;1;3;3;22;64;126;80;36;38;71;75;60;32;82;201;69;0;0;0;0;0;967;;1;0742 - Philippot vers Est;2024-02-19;Hors Vacances
0744;2024-02-19;3;0;0;0;2;1;6;32;97;43;27;34;46;43;34;35;48;78;91;56;22;17;10;6;731;;1;0744 - Calvaire vers Est;2024-02-19;Hors Vacances
0745;2024-02-19;0;0;0;0;0;3;1;16;71;38;19;20;31;30;31;19;33;63;70;48;25;9;17;4;548;;1;0745 - Calvaire vers Ouest;2024-02-19;Hors Vacances
0670;2024-02-18;6;5;5;5;5;1;2;2;14;15;13;6;8;6;5;7;5;4;8;6;9;7;1;0;145;;7;0670 - Pont de Pirmil vers Sud;2024-02-18;Hors Vacances
0788;2024-02-18;103;67;92;65;66;34;63;20;53;67;50;77;118;72;50;81;72;78;105;169;114;117;76;45;1854;;7;0788 - 50 Otages Vers Nord;2024-02-18;Hors Vacances
0743;2024-02-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;0743 - Philippot vers ouest;2024-02-18;Hors Vacances
0946;2024-02-18;13;10;1;2;2;3;1;2;5;6;9;13;12;9;8;11;10;14;14;17;9;6;5;1;183;;7;0946 - Magellan vers Est;2024-02-18;Hors Vacances
0948;2024-02-18;4;6;1;2;1;0;1;0;4;12;13;9;5;7;5;7;4;3;7;4;1;1;1;0;98;;7;0948 - Bd Malakoff vers Est;2024-02-18;Hors Vacances
0950;2024-02-18;3;2;1;1;1;2;3;1;5;10;4;7;5;8;3;12;11;10;2;8;3;3;2;0;107;;7;0950 - avenue de la Libération vers Nord;2024-02-18;Hors Vacances
0988;2024-02-18;5;1;0;1;0;0;2;1;10;14;14;14;22;16;17;14;26;31;21;22;18;15;5;3;272;;7;0988 - Kennedy vers Est;2024-02-18;Hors Vacances
0994;2024-02-18;14;2;9;1;5;1;3;1;4;4;8;11;18;5;4;14;9;9;18;21;15;7;8;2;193;;7;0994 - Ceineray vers Est;2024-02-18;Hors Vacances
0995;2024-02-18;3;1;2;0;0;0;3;2;16;17;10;20;20;15;12;12;18;32;27;11;11;9;4;1;246;;7;0995 - Ceineray vers Ouest;2024-02-18;Hors Vacances
0664;2024-02-18;13;16;12;3;4;1;4;4;11;13;10;21;26;21;16;22;16;14;16;24;18;10;11;6;312;;7;0664 - Bonduelle vers sud;2024-02-18;Hors Vacances
0665;2024-02-18;13;4;4;1;1;4;3;5;7;16;22;20;17;15;9;15;13;28;19;29;13;9;7;2;276;;7;0665 - Bonduelle vers Nord;2024-02-18;Hors Vacances
1057;2024-02-18;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1057 -;2024-02-18;Hors Vacances
0725;2024-02-18;5;1;3;2;1;0;0;2;10;6;8;9;13;7;8;4;6;11;8;12;5;2;1;2;126;;7;0725 - Pont Tabarly vers Sud;2024-02-18;Hors Vacances
0785;2024-02-18;29;44;25;6;9;6;10;12;31;33;59;51;40;56;32;45;38;53;59;64;34;35;16;11;798;;7;0785 - 50 Otages Vers Sud;2024-02-18;Hors Vacances
0786;2024-02-18;48;38;30;20;16;12;7;10;17;22;36;41;86;42;32;48;39;59;62;52;49;36;14;19;835;;7;0786 - 50 Otages Vers Nord;2024-02-18;Hors Vacances
0745;2024-02-18;20;8;10;4;2;4;0;0;2;4;7;20;11;12;10;11;13;14;18;35;25;9;9;6;254;;7;0745 - Calvaire vers Ouest;2024-02-18;Hors Vacances
0673;2024-02-18;13;6;14;2;3;2;1;2;6;10;9;10;5;4;4;6;12;10;15;9;3;8;6;2;162;;7;0673 - Pont de Pornic vers Sud;2024-02-18;Hors Vacances
0675;2024-02-18;16;5;2;0;0;0;2;0;0;4;7;2;7;10;10;11;11;10;8;2;3;2;2;0;114;;7;0675 - Pont Haudaudine vers Nord;2024-02-18;Hors Vacances
0677;2024-02-18;4;4;3;0;0;0;1;1;1;5;13;9;4;6;1;4;4;9;5;6;1;2;0;0;83;;7;0677 - Pont Willy Brandt vers Malakoff;2024-02-18;Hors Vacances
0949;2024-02-18;5;3;5;1;1;0;2;1;0;2;2;6;7;5;5;3;7;4;6;3;5;1;1;2;77;;7;0949 - avenue de la Libération vers Sud;2024-02-18;Hors Vacances
